City,Country,McMeal at McDonalds (or Equivalent Combo Meal),Domestic Beer (0.5 liter draught),Water (1.5 liter bottle),Cappuccino (regular),Apartment (1 bedroom) in City Centre,Apartment (1 bedroom) Outside of Centre,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment","Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)","Fitness Club, Monthly Fee for 1 Adult",Average Monthly Net Salary (After Tax),Cost of Living Index,Purchasing Power Index,Safety Index,Health Care Index,Pollution Index,AvgTemperature,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Lat,Long,Population,Overall Score,Employment,Startup,Tourism,Housing,Transport,Health,Food,Internet Speed,Apple Store,Access to Contraception,Gender Equality,Immigration Tolerance,LGBT Friendly,Nightscene,Beer,Festival
Saint Petersburg,Russia,4.4,2.2,0.63,1.96,524.45,344.27,102.17,6.96,26.27,645.94,0.24,0.26,0.61,0.59,0.62,,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,59.95,30.3167,5351935.0,,,,,,,,,,,,,,,,,
Istanbul,Turkey,3.82,3.06,0.33,1.84,291.55,177.72,59.33,14.2,25.1,436.0,0.23,0.22,0.52,0.69,0.69,1.0,10.12941933,0.826313555,66.90281677,0.608830452,-0.171046436,0.748197377,41.01,28.9603,15154000.0,54.9,0.8,1.9,9.6,8.4,1.6,1.0,9.2,0.8,4.8,0.5,0.2,0.6,1.6,6.0,7.4,0.5
İzmir,Turkey,3.06,2.29,0.29,1.56,212.22,128.36,51.07,12.89,20.64,392.07,0.21,0.24,0.72,0.73,0.6,,10.12941933,0.826313555,66.90281677,0.608830452,-0.171046436,0.748197377,38.4127,27.1384,4320519.0,,,,,,,,,,,,,,,,,
Helsinki,Finland,8.0,6.5,1.54,3.87,986.93,758.13,82.66,22.31,34.54,2382.56,0.54,0.55,0.75,0.77,0.13,1.0,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,60.1756,24.9342,642045.0,96.0,4.2,7.3,5.7,3.1,9.6,4.0,4.2,6.7,4.3,7.6,10.0,9.8,8.0,3.0,1.1,7.4
Chisinau,Moldova,4.15,1.04,0.59,1.25,244.49,177.96,113.46,8.58,26.64,286.95,0.31,0.22,0.76,0.85,0.77,,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,47.0056,28.8575,685900.0,,,,,,,,,,,,,,,,,
Milan,Italy,8.0,5.0,0.4,1.46,1099.67,731.69,163.97,28.93,66.62,1601.0,0.56,0.34,0.56,0.72,0.67,1.0,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,45.4669,9.19,1351562.0,71.4,3.5,6.3,8.7,3.7,9.3,9.0,2.9,2.4,7.8,1.0,3.0,3.3,0.2,4.0,2.7,3.6
Cairo,Egypt,4.51,1.69,0.29,1.65,188.0,109.76,25.79,14.77,26.19,221.7,0.22,0.15,0.5,0.45,0.92,1.0,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,30.0561,31.2394,19372000.0,,,,,,,,,,,,,,,,,
Banja Luka,Bosnia and Herzegovina,3.58,1.02,0.48,0.85,219.72,159.73,141.04,21.34,20.7,430.69,,,,,,,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,44.7667,17.1833,199191.0,,,,,,,,,,,,,,,,,
Baku,Azerbaijan,4.22,0.84,0.43,2.15,290.07,157.97,42.65,15.51,30.43,294.03,0.22,0.18,0.7,0.44,0.77,,9.687726974,0.819308281,65.50839996,0.786824107,-0.240255281,0.55253756,40.3667,49.8352,2181800.0,,,,,,,,,,,,,,,,,
Guadalajara,Mexico,4.25,1.43,0.73,1.99,309.42,186.98,22.64,27.53,24.59,498.68,0.23,0.25,0.38,0.79,0.66,1.0,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,20.6767,-103.3475,5253000.0,71.6,7.2,3.6,5.8,10.0,3.3,1.4,9.6,0.1,4.3,4.6,2.4,1.0,2.8,4.0,9.6,1.9
Kathmandu,Nepal,5.56,2.38,0.28,1.54,155.63,100.89,24.92,16.66,24.02,184.17,0.21,0.14,0.64,0.57,0.96,1.0,7.925357342,0.785512447,63.77917862,0.797565043,0.154168829,0.738099158,27.7167,85.3667,975453.0,,,,,,,,,,,,,,,,,
Hanoi,Vietnam,3.88,0.78,0.59,1.57,318.43,192.28,67.49,9.41,24.06,354.62,0.25,0.2,0.63,0.56,0.89,1.0,8.809545517,0.849987149,67.9527359,0.939592957,-0.094533332,0.79642123,21.0245,105.8412,7785000.0,,,,,,,,,,,,,,,,,
Ho Chi Minh City,Vietnam,3.87,0.78,0.47,1.72,421.19,284.19,51.25,10.42,21.48,347.14,0.26,0.18,0.46,0.59,0.93,,8.809545517,0.849987149,67.9527359,0.939592957,-0.094533332,0.79642123,10.8167,106.6333,13312000.0,,,,,,,,,,,,,,,,,
Mexico City,Mexico,4.77,1.91,0.66,2.0,550.18,342.38,30.09,26.34,49.56,596.3,0.27,0.25,0.31,0.65,0.83,1.0,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,19.4333,-99.1333,20996000.0,70.3,5.2,2.5,5.9,8.8,3.9,1.4,9.5,4.0,4.6,4.6,2.4,1.0,3.1,3.0,9.4,1.0
Rome,Italy,8.0,5.0,0.38,1.28,987.37,679.27,171.15,29.64,57.77,1466.06,0.53,0.33,0.48,0.59,0.67,1.0,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,41.8931,12.4828,2872800.0,65.0,1.4,2.0,9.3,3.8,4.4,9.0,4.0,4.6,6.6,1.0,3.0,3.3,0.4,4.5,4.9,2.8
Monterrey,Mexico,4.31,1.68,0.79,2.28,342.55,207.9,49.81,25.84,34.28,695.46,0.27,0.31,0.5,0.67,0.72,1.0,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,25.6667,-100.3,4295000.0,72.2,6.4,3.3,4.2,9.9,3.6,1.4,9.4,5.6,4.3,4.6,2.4,1.0,1.1,3.0,9.5,2.5
Yekaterinburg,Russia,4.12,1.47,0.46,1.65,332.66,232.83,113.13,7.61,35.51,537.99,0.21,0.3,0.53,0.51,0.77,,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,56.8356,60.6128,1468833.0,,,,,,,,,,,,,,,,,
Sarajevo,Bosnia and Herzegovina,4.08,1.79,0.51,1.28,254.49,170.61,140.53,22.77,26.5,486.12,0.27,0.35,0.53,0.57,0.68,,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,43.8667,18.4167,275524.0,,,,,,,,,,,,,,,,,
Kharkiv,Ukraine,3.75,0.88,0.4,1.03,346.56,217.86,117.46,5.57,18.58,337.4,0.2,0.2,0.52,0.47,0.56,,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,50.0,36.2292,1446107.0,,,,,,,,,,,,,,,,,
Kyiv,Ukraine,3.75,1.13,0.49,1.17,589.81,340.8,98.74,5.11,20.92,516.75,0.21,0.25,0.53,0.56,0.66,1.0,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,50.45,30.5236,2967000.0,,,,,,,,,,,,,,,,,
Calgary,Canada,6.87,4.81,1.59,3.14,833.74,661.22,132.57,54.67,40.58,2956.33,0.49,0.75,0.66,0.76,0.24,,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,51.05,-114.0667,1239220.0,,,,,,,,,,,,,,,,,
Tunis,Tunisia,3.19,1.6,0.22,0.67,173.76,121.37,30.66,17.03,22.1,285.79,,,,,,1.0,9.314972878,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,36.8008,10.18,1200000.0,,,,,,,,,,,,,,,,,
Edmonton,Canada,6.53,4.12,1.24,2.95,841.34,680.79,154.54,52.56,38.6,2552.22,0.48,0.68,0.57,0.78,0.3,,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,53.5344,-113.4903,1062643.0,,,,,,,,,,,,,,,,,
Amsterdam,Netherlands,8.0,5.0,0.83,3.13,1584.45,1195.63,169.18,40.47,36.67,2646.66,0.58,0.53,0.66,0.7,0.31,1.0,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,52.35,4.9166,1031000.0,108.8,4.0,8.9,8.4,1.7,8.0,7.0,4.5,7.1,6.9,5.6,8.0,8.0,10.0,7.3,5.2,8.2
Belgrade,Serbia,5.09,1.7,0.43,1.41,341.08,216.64,135.76,21.45,24.61,437.24,0.28,0.24,0.61,0.53,0.64,1.0,9.680980682,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,44.8167,20.4667,1378682.0,,,,,,,,,,,,,,,,,
Odesa,Ukraine,3.67,0.94,0.48,1.19,344.01,232.04,94.58,5.73,20.84,360.47,0.21,0.22,0.46,0.51,0.64,,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,46.4775,30.7326,1010783.0,,,,,,,,,,,,,,,,,
Paris,France,8.7,7.0,0.9,3.4,1177.51,837.76,170.29,27.15,39.98,2215.02,0.63,0.46,0.47,0.79,0.65,1.0,10.58422279,0.937103748,73.80193329,0.825467646,-0.130641967,0.583521128,48.8566,2.3522,11020000.0,100.7,1.7,8.5,9.7,1.9,9.7,10.0,1.4,7.4,8.1,8.5,7.6,3.0,7.7,10.0,1.0,4.5
Eindhoven,Netherlands,8.0,5.0,0.81,2.63,965.16,838.0,168.08,36.18,24.24,2603.84,0.55,0.57,0.76,0.73,0.23,,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,51.43,5.5,398053.0,,,,,,,,,,,,,,,,,
Plovdiv,Bulgaria,4.59,1.28,0.5,1.27,240.77,179.23,79.71,11.57,24.85,514.73,,,,,,,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,42.1433,24.7489,384088.0,,,,,,,,,,,,,,,,,
Thessaloníki,Greece,6.5,3.5,0.78,3.21,336.96,269.45,160.39,30.22,31.3,660.51,0.42,0.23,0.52,0.56,0.64,,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,40.6333,22.95,315196.0,,,,,,,,,,,,,,,,,
Ottawa,Canada,6.87,4.81,1.21,2.85,961.81,745.27,102.76,43.85,40.21,2904.67,0.48,0.58,0.74,0.75,0.21,,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,45.4247,-75.695,989567.0,88.2,5.0,6.8,4.9,4.6,1.5,4.3,6.3,6.2,8.6,8.0,5.4,9.3,3.2,0.6,4.4,9.2
Sofia,Bulgaria,4.6,1.53,0.54,1.25,370.72,285.96,89.74,10.38,24.34,708.65,0.29,0.31,0.58,0.57,0.69,1.0,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,42.6975,23.3241,1355142.0,,,,,,,,,,,,,,,,,
Rotterdam,Netherlands,8.0,4.0,0.73,2.73,1103.13,844.33,153.76,38.2,28.8,2312.39,0.52,0.55,0.64,0.77,0.42,,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,51.92,4.48,1005000.0,96.5,3.2,5.1,1.2,7.4,9.4,7.0,7.0,5.9,4.3,5.6,8.0,8.0,5.5,6.0,5.1,7.8
Varna,Bulgaria,4.08,1.02,0.47,1.23,235.36,170.63,75.54,11.2,22.19,511.5,0.28,0.28,0.68,0.62,0.63,,9.869318962,0.937840343,66.80397797,0.745178163,-0.143908441,0.935585141,43.2078,27.9169,369162.0,,,,,,,,,,,,,,,,,
Novi Sad,Serbia,4.42,1.5,0.43,1.11,262.4,195.75,122.93,19.3,22.89,439.58,0.27,0.26,0.6,0.5,0.46,,9.680980682,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,45.2644,19.8317,380000.0,,,,,,,,,,,,,,,,,
Utrecht,Netherlands,8.0,5.0,0.8,3.03,1135.77,791.9,193.84,35.06,28.05,2214.18,0.56,0.5,0.72,0.74,0.31,,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,52.1003,5.12,640000.0,88.6,5.6,6.0,0.3,4.4,1.0,7.0,5.4,7.9,4.3,5.6,8.0,8.0,9.3,4.0,2.9,8.9
Berlin,Germany,7.0,3.5,0.52,2.74,896.5,651.04,231.8,29.08,26.39,2289.46,0.48,0.59,0.59,0.7,0.39,,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,52.5167,13.3833,3644826.0,103.9,2.3,7.1,8.0,5.9,7.5,5.0,7.1,7.5,5.2,2.6,9.0,6.0,9.1,10.0,7.0,4.6
Beirut,Lebanon,7.19,3.22,0.7,3.82,719.35,393.83,122.43,49.74,65.66,859.89,0.56,0.17,0.53,0.66,0.94,1.0,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,33.8869,35.5131,361366.0,,,,,,,,,,,,,,,,,
Austin,United States,7.19,4.49,1.38,3.95,1581.66,995.9,124.12,55.38,34.53,4097.92,0.42,0.86,0.64,0.71,0.36,1.0,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,30.3004,-97.7522,1687311.0,86.2,8.4,9.7,4.7,2.0,2.7,3.0,2.2,10.0,8.7,6.0,4.0,4.0,3.3,3.0,5.7,8.8
Singapore,Singapore,5.33,6.66,1.11,3.66,1859.98,1174.57,97.79,28.85,88.55,2988.12,0.57,0.56,0.67,0.71,0.33,1.0,11.39552116,0.910268962,76.80458069,0.926645339,0.029879224,0.109784193,1.3,103.8,5745000.0,62.6,9.8,6.6,9.8,0.5,4.0,8.6,3.1,0.6,4.3,1.0,2.6,3.5,1.2,4.0,1.9,1.1
Toronto,Canada,7.56,5.16,1.39,3.1,1474.75,1180.29,95.48,44.42,37.38,2352.69,0.5,0.57,0.6,0.76,0.38,,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,43.7417,-79.3733,5429524.0,93.1,3.7,8.8,6.7,2.8,5.1,4.3,5.7,6.1,7.6,8.0,5.4,9.3,8.1,1.0,3.8,6.8
Auckland,New Zealand,6.57,5.68,1.31,2.83,1127.81,947.13,99.55,49.79,37.68,2344.96,0.57,0.54,0.54,0.73,0.3,1.0,10.50094318,0.949118972,73.20262909,0.936217487,0.191598073,0.22113885,-36.85,174.7833,1467800.0,94.5,7.1,7.8,6.0,2.9,7.2,2.5,3.9,7.0,4.3,4.8,9.3,9.5,9.5,3.0,2.0,7.7
Podgorica,Montenegro,3.0,1.5,0.7,1.45,307.27,222.86,103.09,23.52,30.0,484.81,,,,,,,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.783121586,42.4397,19.2661,174515.0,,,,,,,,,,,,,,,,,
Vancouver,Canada,6.87,4.81,1.71,3.05,1424.9,1133.13,62.72,48.94,35.6,2625.31,0.51,0.62,0.64,0.75,0.24,,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,49.25,-123.1,2264823.0,100.5,6.3,9.5,7.3,1.6,7.9,4.3,3.2,4.2,9.1,8.0,5.4,9.3,9.4,1.0,4.5,9.6
Tokyo,Japan,5.7,4.1,1.07,3.21,1013.36,636.07,162.41,38.33,77.29,2657.42,0.61,0.51,0.77,0.81,0.43,1.0,10.57968903,0.883545935,75.00096893,0.809961379,-0.246910349,0.654558063,35.6897,139.6922,37977000.0,55.3,9.0,1.3,9.0,1.5,2.4,7.8,0.5,1.4,5.1,0.9,0.5,2.0,2.5,4.0,6.8,0.6
Victoria,Canada,6.89,4.82,1.62,3.12,1047.12,872.6,78.71,54.21,36.17,2338.36,0.48,0.58,0.65,0.7,0.15,,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,48.4283,-123.3647,335696.0,,,,,,,,,,,,,,,,,
Winnipeg,Canada,6.8,4.12,1.53,3.09,679.1,640.46,87.74,48.43,34.77,2068.87,0.48,0.62,0.43,0.69,0.37,,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,49.8844,-97.1464,705244.0,,,,,,,,,,,,,,,,,
Boston,United States,7.18,6.29,1.58,3.6,2275.95,1716.68,119.59,61.7,51.97,4132.08,0.6,0.66,0.64,0.75,0.27,1.0,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,42.3188,-71.0846,4688346.0,70.0,7.0,9.9,3.0,0.3,9.0,3.0,1.2,3.0,7.9,6.0,4.0,4.0,5.9,0.6,1.5,3.7
Chicago,United States,7.18,4.94,2.08,3.69,1702.25,1100.17,117.08,57.23,42.52,3717.02,0.54,0.71,0.35,0.66,0.44,1.0,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,41.8373,-87.6862,8604203.0,74.4,4.6,8.6,3.7,1.2,7.4,3.0,2.3,8.1,5.9,6.0,4.0,4.0,2.7,3.6,3.5,5.8
Almaty,Kazakhstan,3.81,1.07,0.42,1.78,288.22,178.04,58.48,10.47,39.41,374.42,0.2,0.23,0.34,0.48,0.78,1.0,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.764490843,43.25,76.9,1806833.0,,,,,,,,,,,,,,,,,
Oslo,Norway,11.12,9.0,1.7,4.28,1280.03,990.78,158.58,45.73,42.44,2985.88,0.71,0.55,0.65,0.76,0.24,1.0,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.263218194,59.9111,10.7528,693494.0,92.5,9.5,6.2,6.8,2.3,10.0,7.6,0.7,9.3,4.3,5.3,9.8,8.3,6.0,1.0,0.1,5.4
Frankfurt,Germany,8.0,4.0,0.5,2.74,986.97,723.8,265.52,30.74,45.06,2618.29,0.5,0.69,0.58,0.74,0.38,,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,50.1136,8.6797,753056.0,87.5,7.9,4.5,6.9,4.1,7.3,5.0,3.6,0.3,7.3,2.6,9.0,6.0,7.9,6.0,5.9,3.2
Bratislava,Slovakia,6.0,2.0,0.59,2.09,635.45,486.91,180.44,15.69,26.77,1059.38,0.35,0.39,0.69,0.58,0.41,1.0,10.34774971,0.922493756,68.90634155,0.749952674,-0.124409303,0.918096125,48.1447,17.1128,429564.0,,,,,,,,,,,,,,,,,
Dallas,United States,6.51,4.49,1.41,3.46,1322.45,961.01,139.51,59.67,32.58,4202.0,0.43,0.94,0.5,0.66,0.42,1.0,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,32.7936,-96.7662,5743938.0,,,,,,,,,,,,,,,,,
Zagreb,Croatia,5.37,2.01,0.92,1.51,473.12,341.08,174.07,22.12,34.96,903.99,0.36,0.33,0.78,0.66,0.32,1.0,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,45.8,15.95,790017.0,,,,,,,,,,,,,,,,,
Hamburg,Germany,8.0,4.0,0.51,2.91,873.12,647.42,232.62,31.29,42.0,2532.52,0.5,0.55,0.57,0.75,0.31,,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,53.55,10.0,1841179.0,90.4,8.1,4.1,1.8,4.8,5.8,5.0,4.3,7.6,6.7,2.6,9.0,6.0,2.9,9.3,6.5,5.9
Hamilton,Canada,,,,,,,,,,,0.46,0.53,0.48,0.81,0.53,,10.69236851,0.927176654,73.60160065,0.933913231,0.124770768,0.390843362,43.2567,-79.8692,693645.0,,,,,,,,,,,,,,,,,
Kraków,Poland,4.72,2.13,0.47,2.05,513.06,392.83,173.28,12.75,23.27,855.87,0.29,0.31,0.74,0.59,0.71,,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,50.0614,19.9372,766739.0,,,,,,,,,,,,,,,,,
Riga,Latvia,5.0,2.9,0.57,2.45,385.07,276.53,172.23,16.2,34.77,806.02,0.37,0.31,0.62,0.61,0.38,1.0,10.17531967,0.918288589,66.8074646,0.671237648,-0.186888844,0.795580089,56.9475,24.1069,698529.0,,,,,,,,,,,,,,,,,
Gdańsk,Poland,4.25,2.13,0.45,2.15,515.0,380.61,169.9,12.32,28.79,865.09,0.3,0.28,0.68,0.5,0.45,,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,54.3667,18.6333,464254.0,,,,,,,,,,,,,,,,,
Santiago,Chile,5.2,2.95,0.96,2.19,369.11,349.97,89.62,29.58,26.45,618.33,0.34,0.22,0.45,0.66,0.7,,10.0320549,0.879713595,69.90061951,0.744896293,-0.065668367,0.838239431,-33.45,-70.6667,7007000.0,67.6,5.5,2.9,0.8,8.9,2.8,3.5,8.2,3.6,4.3,2.8,2.2,6.2,0.6,6.0,7.6,1.7
Nairobi,Kenya,6.2,2.04,1.11,2.27,383.88,170.65,46.9,51.91,45.4,327.85,0.26,0.17,0.39,0.57,0.8,1.0,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,-1.2864,36.8172,5545000.0,,,,,,,,,,,,,,,,,
Abu Dhabi,United Arab Emirates,6.24,9.78,0.62,4.59,1167.16,888.13,116.51,93.29,73.81,2369.85,0.4,0.61,0.88,0.71,0.46,1.0,11.1099987,0.849181116,67.08278656,0.941345513,0.123450845,0.594502211,24.4781,54.3686,1000000.0,,,,,,,,,,,,,,,,,
Houston,United States,6.74,5.39,1.38,4.03,1258.81,859.49,122.34,54.13,32.13,3568.78,0.44,0.91,0.36,0.72,0.56,1.0,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,29.7863,-95.3889,5464251.0,,,,,,,,,,,,,,,,,
Tbilisi,Georgia,4.05,0.93,0.36,1.4,306.63,184.31,52.69,14.09,30.29,248.07,0.19,0.18,0.77,0.53,0.75,,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,41.7225,44.7925,1118035.0,,,,,,,,,,,,,,,,,
Dubai,United Arab Emirates,6.11,11.0,0.55,4.4,1348.79,888.37,156.63,90.42,71.73,2577.55,0.45,0.56,0.83,0.67,0.51,1.0,11.1099987,0.849181116,67.08278656,0.941345513,0.123450845,0.594502211,25.2697,55.3094,2502715.0,,,,,,,,,,,,,,,,,
Bogotá,Colombia,4.4,0.96,0.77,1.18,341.45,245.33,76.59,29.06,23.8,306.08,0.22,0.15,0.37,0.64,0.7,1.0,9.500369072,0.884440243,67.69958496,0.836179912,-0.161235645,0.86457181,4.6126,-74.0705,9464000.0,67.4,2.5,2.1,1.4,9.5,0.4,5.3,9.8,0.2,4.3,3.8,5.0,2.4,1.4,8.8,9.8,0.8
Brno,Czechia,5.16,1.39,0.53,1.88,558.68,439.63,145.16,17.58,29.98,1022.13,0.33,0.4,0.73,0.74,0.43,,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,49.1953,16.6083,381346.0,76.2,5.1,0.1,0.5,9.2,7.0,1.9,9.1,8.5,4.3,4.0,1.8,2.2,1.7,6.0,9.7,5.1
Munich,Germany,8.0,3.8,0.58,2.98,1198.0,873.39,242.66,34.09,34.69,2627.51,0.55,0.6,0.82,0.78,0.25,1.0,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,48.1372,11.5755,1471508.0,102.7,9.4,9.2,6.3,3.4,9.5,5.0,5.8,3.8,7.4,2.6,9.0,6.0,9.0,7.6,6.6,2.1
Poznań,Poland,4.72,2.01,0.39,2.06,443.21,351.37,155.6,11.62,22.13,791.94,0.29,0.28,0.72,0.55,0.58,,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,52.4,16.9167,538633.0,,,,,,,,,,,,,,,,,
Las Vegas,United States,7.18,5.39,1.05,3.65,992.86,874.56,138.51,64.64,23.03,3132.38,0.46,0.73,0.44,0.56,0.53,1.0,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,36.2333,-115.2654,2104198.0,,,,,,,,,,,,,,,,,
London,United Kingdom,7.0,5.83,0.91,3.3,2015.24,1420.02,186.96,37.07,46.02,2756.93,0.58,0.53,0.47,0.71,0.59,1.0,10.60013485,0.93668282,72.30160522,0.834743679,0.263732493,0.435915917,51.5072,-0.1275,10979000.0,97.0,5.4,8.4,9.9,1.1,6.7,6.5,6.5,3.4,5.5,9.5,7.0,5.0,8.2,9.8,2.1,2.0
Los Angeles,United States,7.18,5.39,1.77,4.01,1980.11,1564.78,111.99,55.74,36.78,3968.48,0.55,0.66,0.52,0.61,0.66,1.0,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,34.1139,-118.4068,12750807.0,78.8,3.9,9.4,8.1,1.0,2.3,3.0,2.1,9.2,6.1,6.0,4.0,4.0,7.5,5.0,3.4,3.8
Panama City,Panama,6.06,2.58,1.46,2.63,811.63,547.73,90.98,41.58,40.47,706.33,0.39,0.21,0.53,0.59,0.65,1.0,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,9.0,-79.5,880691.0,,,,,,,,,,,,,,,,,
Seoul,South Korea,5.06,3.11,1.17,3.72,714.76,465.05,150.79,19.76,55.64,2120.34,0.59,0.47,0.74,0.82,0.58,1.0,10.51056671,0.799387157,73.6027298,0.612965107,-0.043404032,0.789067447,37.5833,127.0,21794000.0,62.6,8.6,1.6,9.1,2.7,4.7,1.5,0.4,5.5,4.3,3.0,0.3,2.6,3.6,6.0,7.1,1.6
Warsaw,Poland,4.72,2.36,0.5,2.49,616.05,467.73,147.35,12.7,25.97,979.42,0.31,0.35,0.74,0.61,0.6,1.0,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,52.2167,21.0333,1790658.0,67.6,4.3,5.0,1.5,8.5,5.9,1.6,9.7,4.5,4.3,0.6,5.2,1.2,1.5,4.0,8.3,1.5
Prague,Czechia,5.55,1.59,0.53,2.17,805.86,593.84,177.27,19.95,34.67,1183.75,0.35,0.4,0.76,0.75,0.35,1.0,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,50.0833,14.4167,1324277.0,96.2,8.8,5.9,8.8,8.2,9.1,1.9,9.0,9.5,4.3,4.0,1.8,2.2,1.3,9.8,9.2,2.4
Wrocław,Poland,4.72,1.89,0.45,2.12,517.55,411.5,162.51,12.26,22.14,848.11,0.29,0.3,0.73,0.58,0.61,,10.26512432,0.874257445,69.31113434,0.862055779,-0.205084071,0.686927021,51.1077,17.0353,638586.0,,,,,,,,,,,,,,,,,
Kuala Lumpur,Malaysia,3.32,3.32,0.52,2.53,478.24,273.76,48.02,26.76,38.52,923.24,0.28,0.41,0.35,0.67,0.67,1.0,10.26251888,0.816509426,67.10215759,0.894626856,0.114726797,0.839302301,3.1478,101.6953,8285000.0,77.2,9.1,7.2,9.4,8.6,6.8,1.7,8.5,2.6,4.3,1.5,0.6,0.9,0.7,4.0,7.3,4.0
New York City,United States,8.09,6.29,2.07,4.22,2854.26,1788.76,116.65,55.18,67.04,4665.46,0.67,0.67,0.53,0.62,0.58,1.0,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.699715316,40.6943,-73.9249,18713220.0,76.6,5.3,9.1,9.5,0.2,6.1,3.0,0.6,6.5,6.2,6.0,4.0,4.0,5.1,7.0,1.3,2.7
Copenhagen,Denmark,10.04,6.69,1.07,5.21,1234.4,919.12,196.67,34.45,36.85,2803.98,0.65,0.57,0.72,0.78,0.21,1.0,10.77400112,0.955990791,72.40250397,0.951444268,0.066201776,0.168489456,55.6786,12.5635,1085000.0,78.8,4.9,8.1,2.5,1.4,4.8,3.3,3.3,7.3,4.3,2.4,7.3,8.5,5.0,8.8,0.9,6.1
Ljubljana,Slovenia,5.0,2.6,0.59,1.48,579.89,448.26,199.61,33.0,40.61,1155.72,0.42,0.37,0.79,0.66,0.23,,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,46.05,14.5167,284355.0,,,,,,,,,,,,,,,,,
